,CountryCode,1995_dep,1996_dep,1997_dep,1998_dep,1999_dep,2000_dep,2001_dep,2002_dep,2003_dep,2004_dep,2005_dep,2006_dep,2007_dep,2008_dep,2009_dep,2010_dep,2011_dep,2012_dep,2013_dep,2014_dep,2015_dep,2016_dep,2017_dep,2018_dep,Country Name_exp,1995_exp,1996_exp,1997_exp,1998_exp,1999_exp,2000_exp,2001_exp,2002_exp,2003_exp,2004_exp,2005_exp,2006_exp,2007_exp,2008_exp,2009_exp,2010_exp,2011_exp,2012_exp,2013_exp,2014_exp,2015_exp,2016_exp,2017_exp,2018_exp,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
83,HND,149000.0,162000.0,183000.0,202000.0,235000.0,274000.0,279000.0,279000.0,277000.0,295000.0,284000.0,295000.0,315000.0,387000.0,395000.0,408000.0,449000.0,464000.0,471000.0,557000.0,692000.0,654000.0,,,Honduras,99000000.0,110000000.0,115000000.0,142000000.0,166000000.0,198000000.0,205000000.0,221000000.0,274000000.0,300000000.0,321000000.0,425000000.0,309000000.0,385000000.0,361000000.0,406000000.0,446000000.0,549000000.0,506000000.0,437000000.0,454000000.0,482000000.0,517000000.0,519000000.0,0.001505050505050505,0.0014727272727272727,0.001591304347826087,0.0014225352112676056,0.0014156626506024097,0.001383838383838384,0.0013609756097560976,0.0012624434389140271,0.001010948905109489,0.0009833333333333332,0.0008847352024922118,0.0006941176470588236,0.0010194174757281553,0.0010051948051948052,0.0010941828254847645,0.0010049261083743843,0.001006726457399103,0.0008451730418943534,0.0009308300395256918,0.0012745995423340962,0.0015242290748898677,0.0013568464730290457,,
84,HRV,,,,,,,,,,,,,,2357000.0,2497000.0,1873000.0,2880000.0,2680000.0,2927000.0,2763000.0,2578000.0,1615000.0,1923000.0,2058000.0,Croatia,422000000.0,510000000.0,530000000.0,600000000.0,806000000.0,634000000.0,677000000.0,852000000.0,709000000.0,881000000.0,786000000.0,770000000.0,1025000000.0,1167000000.0,1042000000.0,861000000.0,918000000.0,962000000.0,923000000.0,865000000.0,770000000.0,954000000.0,1399000000.0,1737000000.0,,,,,,,,,,,,,,0.0020197086546700944,0.0023963531669865643,0.0021753774680603947,0.003137254901960784,0.002785862785862786,0.003171180931744312,0.0031942196531791907,0.003348051948051948,0.0016928721174004192,0.001374553252323088,0.0011848013816925735
85,HTI,,,,,,,,,,,,,,,,,,,,,,,,,Haiti,35000000.0,37000000.0,35000000.0,,,173000000.0,168000000.0,172000000.0,202000000.0,206000000.0,174000000.0,239000000.0,331000000.0,383000000.0,427000000.0,431000000.0,458000000.0,473000000.0,418000000.0,475000000.0,503000000.0,503000000.0,485000000.0,599000000.0,,,,,,,,,,,,,,,,,,,,,,,,
86,HUN,,,,,,,,,,,6994000.0,6007000.0,5734000.0,6155000.0,5672000.0,5297000.0,5335000.0,4881000.0,4912000.0,5587000.0,6382000.0,7091000.0,7539000.0,8649000.0,Hungary,1501000000.0,1491000000.0,1511000000.0,1496000000.0,1590000000.0,1722000000.0,1887000000.0,2211000000.0,2700000000.0,2482000000.0,2721000000.0,2319000000.0,3088000000.0,3857000000.0,3251000000.0,2897000000.0,3048000000.0,2457000000.0,2526000000.0,2712000000.0,2456000000.0,2738000000.0,3049000000.0,3280000000.0,,,,,,,,,,,0.0025703785373024624,0.0025903406640793445,0.0018568652849740932,0.001595799844438683,0.0017446939403260534,0.0018284432171211597,0.0017503280839895013,0.0019865689865689864,0.0019445764053840063,0.002060103244837758,0.002598534201954397,0.002589846603360117,0.002472613971794031,0.002636890243902439
87,IDN,,,,,,2205000.0,2505000.0,3231000.0,3478000.0,3941000.0,4106000.0,4967000.0,5158000.0,5486000.0,5053000.0,6235000.0,6750000.0,7454000.0,8025000.0,8074000.0,8176000.0,8340000.0,8856000.0,9468000.0,Indonesia,2172000000.0,2399000000.0,2411000000.0,2102000000.0,2353000000.0,3197000000.0,3406000000.0,5042000000.0,4427000000.0,4569000000.0,4740000000.0,5458000000.0,6578000000.0,8801000000.0,6908000000.0,8432000000.0,8653000000.0,9055000000.0,10280000000.0,10263000000.0,9800000000.0,9932000000.0,10945000000.0,11629000000.0,,,,,,0.0006897091022833907,0.0007354668232530828,0.0006408171360571202,0.0007856336119268127,0.000862551980739768,0.0008662447257383966,0.0009100403078050568,0.0007841289145636972,0.0006233382570162481,0.0007314707585408222,0.0007394449715370019,0.0007800762741245811,0.0008231916068470458,0.0007806420233463035,0.0007867095391211146,0.0008342857142857143,0.0008397100281917036,0.0008091365920511649,0.0008141714678820191
88,IMN,,,,,,,,,,,,,,,,,,,,,,,,,Isle of Man,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,IND,3056000.0,3464000.0,3726000.0,3811000.0,4115000.0,4416000.0,4564000.0,4940000.0,5351000.0,6213000.0,7185000.0,8340000.0,9783000.0,10868000.0,11067000.0,12988000.0,13994000.0,14920000.0,16626000.0,18330000.0,20376000.0,21872000.0,23943000.0,26296000.0,India,996000000.0,913000000.0,1342000000.0,1713000000.0,2010000000.0,3686000000.0,4367000000.0,4350000000.0,4385000000.0,5783000000.0,8277000000.0,8738000000.0,10690000000.0,12083000000.0,9310000000.0,10490000000.0,13699000000.0,14107000000.0,13884000000.0,17492000000.0,17686000000.0,19184000000.0,21856000000.0,25790000000.0,0.003068273092369478,0.0037940854326396494,0.0027764530551415796,0.0022247518972562754,0.00204726368159204,0.001198046663049376,0.0010451110602244104,0.001135632183908046,0.001220296465222349,0.0010743558706553691,0.0008680681406306633,0.0009544518196383611,0.000915154349859682,0.0008994455019448812,0.0011887218045112781,0.0012381315538608198,0.0010215344185706987,0.0010576309633515276,0.0011974935177182368,0.001047907614909673,0.0011520977043989597,0.001140116763969975,0.001095488653001464,0.0010196200077549438
90,IRL,2547000.0,2733000.0,3053000.0,3330000.0,3576000.0,3783000.0,4216000.0,4634000.0,4929000.0,5409000.0,6113000.0,6848000.0,7713000.0,7877000.0,7047000.0,6917000.0,6514000.0,6600000.0,6579000.0,6676000.0,7094000.0,7646000.0,8171000.0,8643000.0,Ireland,2034000000.0,2198000000.0,2210000000.0,3015000000.0,2712000000.0,2626000000.0,2956000000.0,3835000000.0,4832000000.0,5291000000.0,6185000000.0,6981000000.0,8784000000.0,10543000000.0,7940000000.0,7176000000.0,6842000000.0,5999000000.0,6222000000.0,6175000000.0,5790000000.0,6217000000.0,6616000000.0,7390000000.0,0.001252212389380531,0.0012434030937215651,0.001381447963800905,0.0011044776119402985,0.00131858407079646,0.0014405940594059406,0.0014262516914749662,0.0012083441981747065,0.0010200745033112583,0.0010223020223020223,0.0009883589329021827,0.000980948288210858,0.0008780737704918033,0.0007471307976856682,0.0008875314861460957,0.000963907469342252,0.000952060800935399,0.0011001833638939822,0.001057377049180328,0.0010811336032388664,0.0012252158894645942,0.0012298536271513592,0.0012350362756952842,0.001169553450608931
91,IRN,,,,,,,,,,,,,,,,,,,,7698000.0,6620000.0,9007000.0,10543000.0,7243000.0,"Iran, Islamic Rep.",247000000.0,274000000.0,396000000.0,155000000.0,638000000.0,671000000.0,714000000.0,3990000000.0,4120000000.0,4402000000.0,4112000000.0,5066000000.0,7335000000.0,8270000000.0,8503000000.0,10570000000.0,10555000000.0,8435000000.0,9464000000.0,10130000000.0,9658000000.0,9893000000.0,11928000000.0,,,,,,,,,,,,,,,,,,,,,0.0007599210266535045,0.0006854421205218471,0.0009104417264732639,0.0008838866532528504,
92,IRQ,,,,,,,,,,,,,,,,,,,,,,,,,Iraq,117000000.0,70000000.0,131000000.0,14000000.0,14000000.0,9000000.0,31000000.0,26000000.0,,,627000000.0,526000000.0,705000000.0,813000000.0,1221000000.0,1675000000.0,1879000000.0,2363000000.0,4835000000.0,6115000000.0,7934000000.0,7647000000.0,8093000000.0,7855000000.0,,,,,,,,,,,,,,,,,,,,,,,,
93,ISL,166000.0,190000.0,203000.0,227000.0,257000.0,283000.0,,,,,364000.0,440000.0,460000.0,414000.0,259000.0,299000.0,341000.0,358000.0,365000.0,400000.0,450000.0,536000.0,619000.0,668000.0,Iceland,282000000.0,312000000.0,327000000.0,399000000.0,440000000.0,471000000.0,372000000.0,373000000.0,524000000.0,699000000.0,991000000.0,1084000000.0,1336000000.0,1103000000.0,534000000.0,599000000.0,740000000.0,780000000.0,850000000.0,972000000.0,998000000.0,1268000000.0,1664000000.0,1829000000.0,0.0005886524822695036,0.000608974358974359,0.0006207951070336392,0.000568922305764411,0.0005840909090909091,0.0006008492569002123,,,,,0.00036730575176589303,0.0004059040590405904,0.000344311377245509,0.0003753399818676337,0.0004850187265917603,0.0004991652754590985,0.0004608108108108108,0.000458974358974359,0.00042941176470588237,0.00041152263374485596,0.00045090180360721443,0.0004227129337539432,0.0003719951923076923,0.0003652268999453253
94,ISR,2259000.0,2505000.0,2707000.0,2983000.0,3203000.0,3530000.0,3561000.0,3273000.0,3299000.0,3614000.0,3687000.0,3713000.0,4147000.0,4207000.0,4007000.0,4269000.0,4387000.0,4349000.0,4757000.0,5181000.0,5891000.0,6781000.0,7597000.0,8473000.0,Israel,2626000000.0,2849000000.0,2952000000.0,3233000000.0,3411000000.0,3733000000.0,3887000000.0,3322000000.0,3341000000.0,3663000000.0,4146000000.0,4286000000.0,4921000000.0,4967000000.0,4500000000.0,4683000000.0,4874000000.0,5008000000.0,5757000000.0,6534000000.0,7506000000.0,8210000000.0,8985000000.0,9765000000.0,0.0008602437166793603,0.0008792558792558793,0.0009170054200542005,0.0009226724404577791,0.0009390208150102609,0.0009456201446557728,0.0009161306920504245,0.00098524984948826,0.0009874289134989523,0.0009866229866229866,0.0008892908827785817,0.0008663089127391507,0.0008427148953464743,0.0008469901348902759,0.0008904444444444445,0.000911595131326073,0.0009000820681165367,0.0008684105431309904,0.0008262984193156158,0.000792929292929293,0.0007848387956301625,0.0008259439707673569,0.0008455203116304953,0.0008676907322068613
95,ITA,,18173000.0,17254000.0,17698000.0,17361000.0,20080000.0,20567000.0,22978000.0,24572000.0,21557000.0,23147000.0,24022000.0,25789000.0,26464000.0,27490000.0,28188000.0,27831000.0,27376000.0,26305000.0,26862000.0,27494000.0,29067000.0,31805000.0,33347100.0,Italy,17201000000.0,18619000000.0,19676000000.0,20539000000.0,19587000000.0,18170000000.0,17002000000.0,19652000000.0,23748000000.0,24076000000.0,26764000000.0,27449000000.0,32748000000.0,30940000000.0,27967000000.0,26902000000.0,28749000000.0,26239000000.0,26948000000.0,28866000000.0,30312000000.0,30584000000.0,34819000000.0,37644000000.0,,0.0009760459745421344,0.0008769058751778816,0.0008616777837285165,0.0008863531934446316,0.0011051183269124932,0.0012096812139748266,0.0011692448605739873,0.0010346976587502106,0.0008953729855457717,0.0008648557764160813,0.0008751502786986775,0.0007874984731892024,0.0008553329023917259,0.000982944184217113,0.0010478031373132109,0.0009680684545549411,0.0010433324440718016,0.0009761392311117708,0.0009305757638744544,0.0009070335180786487,0.0009503989013863457,0.0009134380654240501,0.0008858543194134523
96,JAM,,,,,,,,,,,,,,,,,,,,,,,,,Jamaica,173000000.0,181000000.0,205000000.0,223000000.0,256000000.0,238000000.0,227000000.0,274000000.0,269000000.0,318000000.0,290000000.0,315000000.0,340000000.0,312000000.0,259000000.0,235000000.0,213000000.0,418000000.0,392000000.0,457000000.0,413000000.0,413000000.0,455000000.0,503000000.0,,,,,,,,,,,,,,,,,,,,,,,,
97,JOR,1128000.0,1141000.0,1233000.0,1347000.0,1561000.0,1625000.0,1755000.0,1276000.0,1229000.0,1420000.0,1523000.0,2139000.0,2094000.0,1972000.0,2054000.0,2708000.0,1931000.0,1567000.0,1498000.0,1230000.0,,1511000.0,1592000.0,1501000.0,Jordan,719000000.0,630000000.0,635000000.0,642000000.0,536000000.0,387000000.0,420000000.0,504000000.0,503000000.0,585000000.0,653000000.0,956000000.0,1024000000.0,1140000000.0,1202000000.0,1736000000.0,1280000000.0,1257000000.0,1206000000.0,1251000000.0,1267000000.0,1367000000.0,1496000000.0,1493000000.0,0.00156884561891516,0.0018111111111111112,0.001941732283464567,0.0020981308411214955,0.0029123134328358207,0.004198966408268734,0.004178571428571428,0.0025317460317460317,0.0024433399602385684,0.002427350427350427,0.0023323124042879018,0.00223744769874477,0.002044921875,0.0017298245614035088,0.001708818635607321,0.0015599078341013825,0.00150859375,0.0012466189339697693,0.0012421227197346601,0.0009832134292565948,,0.001105340160936357,0.0010641711229946525,0.0010053583389149363
98,JPN,15298000.0,16695000.0,16803000.0,15806000.0,16358000.0,17819000.0,16216000.0,16523000.0,13296000.0,16831000.0,17404000.0,17535000.0,17295000.0,15987000.0,15446000.0,16637000.0,16994000.0,18491000.0,17473000.0,16903000.0,16214000.0,17116000.0,17889000.0,18954000.0,Japan,46966000000.0,46800000000.0,41381000000.0,35334000000.0,41213000000.0,42643000000.0,35526000000.0,34977000000.0,36505000000.0,48175000000.0,48096000000.0,37655000000.0,37258000000.0,38971000000.0,34787000000.0,39306000000.0,39760000000.0,40967000000.0,32244000000.0,28609000000.0,23252000000.0,25968000000.0,25774000000.0,28096000000.0,0.0003257249925478005,0.00035673076923076923,0.00040605591938329183,0.00044733118243052016,0.0003969135952248077,0.00041786459676852,0.0004564544277430614,0.0004723961460388255,0.0003642240788933023,0.0003493720809548521,0.0003618596141051231,0.000465675209135573,0.00046419560899672554,0.00041022811834440996,0.00044401644292408086,0.00042326871215590497,0.0004274144869215292,0.00045136329240608294,0.0005418992680808832,0.0005908280610996539,0.0006973163598830209,0.0006591189155884165,0.000694071544967797,0.0006746156036446469
99,KAZ,,523000.0,419000.0,502000.0,398000.0,1247000.0,2294000.0,2274000.0,2374000.0,3915000.0,2975000.0,3615000.0,4449000.0,4239000.0,5309000.0,5893000.0,7852000.0,8875000.0,9931000.0,10230000.0,,,,,Kazakhstan,296000000.0,364000000.0,494000000.0,549000000.0,455000000.0,483000000.0,761000000.0,863000000.0,783000000.0,997000000.0,940000000.0,1060000000.0,1396000000.0,1361000000.0,1319000000.0,1489000000.0,1831000000.0,3609000000.0,3772000000.0,3771000000.0,3046000000.0,2580000000.0,2695000000.0,2852000000.0,,0.0014368131868131868,0.0008481781376518219,0.0009143897996357012,0.0008747252747252747,0.0025817805383022774,0.0030144546649145862,0.002634994206257242,0.003031928480204342,0.0039267803410230695,0.0031648936170212767,0.0034103773584905663,0.003186962750716332,0.003114621601763409,0.004025018953752843,0.0039576897246474145,0.004288367012561442,0.002459129952895539,0.0026328207847295866,0.002712808273667462,,,,
100,KEN,,,,,,,,,,,,,,,,,,,,,,,,,Kenya,230000000.0,205000000.0,152000000.0,155000000.0,182000000.0,156000000.0,183000000.0,126000000.0,127000000.0,108000000.0,124000000.0,178000000.0,265000000.0,266000000.0,227000000.0,212000000.0,197000000.0,174000000.0,233000000.0,206000000.0,217000000.0,145000000.0,262000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
101,KGZ,,,,,,,,,,,,,,2273000.0,2354000.0,1342000.0,3061000.0,3621000.0,3993000.0,3790000.0,4008000.0,4185000.0,4446000.0,6839000.0,Kyrgyz Republic,7000000.0,7000000.0,11000000.0,25000000.0,27000000.0,28000000.0,21000000.0,27000000.0,35000000.0,73000000.0,94000000.0,142000000.0,215000000.0,450000000.0,273000000.0,275000000.0,392000000.0,529000000.0,505000000.0,568000000.0,535000000.0,582000000.0,422000000.0,453000000.0,,,,,,,,,,,,,,0.005051111111111111,0.008622710622710623,0.00488,0.007808673469387755,0.006844990548204159,0.007906930693069306,0.006672535211267605,0.0074915887850467286,0.007190721649484536,0.010535545023696682,0.015097130242825607
102,KHM,31000.0,38000.0,45000.0,41000.0,49000.0,41000.0,37000.0,45000.0,60000.0,239000.0,568000.0,787000.0,996000.0,786000.0,340000.0,505000.0,710000.0,792000.0,872000.0,956000.0,1194000.0,1434000.0,1752000.0,1995000.0,Cambodia,22000000.0,31000000.0,28000000.0,35000000.0,41000000.0,52000000.0,59000000.0,64000000.0,60000000.0,80000000.0,137000000.0,176000000.0,194000000.0,180000000.0,163000000.0,131000000.0,344000000.0,406000000.0,469000000.0,527000000.0,641000000.0,762000000.0,919000000.0,1079000000.0,0.001409090909090909,0.0012258064516129032,0.0016071428571428571,0.0011714285714285715,0.0011951219512195122,0.0007884615384615384,0.0006271186440677966,0.000703125,0.001,0.0029875,0.004145985401459854,0.0044715909090909094,0.005134020618556701,0.004366666666666666,0.0020858895705521473,0.0038549618320610685,0.002063953488372093,0.0019507389162561576,0.001859275053304904,0.0018140417457305502,0.0018627145085803431,0.0018818897637795276,0.0019064200217627856,0.0018489341983317887
103,KIR,,,,,,,,,,,,,,,,,,,,,,,,,Kiribati,,,,,,,,,,,9300000.0,3100000.0,5500000.0,6600000.0,11700000.0,10100000.0,12300000.0,7900000.0,13400000.0,13200000.0,12400000.0,15200000.0,13900000.0,,,,,,,,,,,,,,,,,,,,,,,,,
104,KNA,,,,,,,,,,,,,,,,,,,,,,,,,St. Kitts and Nevis,5000000.0,5000000.0,6000000.0,6000000.0,7000000.0,9000000.0,8000000.0,8000000.0,8000000.0,10000000.0,11000000.0,14000000.0,12000000.0,15000000.0,11000000.0,13000000.0,14000000.0,15000000.0,16000000.0,51000000.0,52000000.0,51000000.0,56000000.0,59000000.0,,,,,,,,,,,,,,,,,,,,,,,,
105,KOR,3819000.0,4649000.0,4542000.0,3067000.0,4342000.0,5508000.0,6084000.0,7123000.0,7086000.0,8826000.0,10080000.0,11610000.0,13325000.0,11996000.0,9494000.0,12488000.0,12694000.0,13737000.0,14846000.0,16081000.0,19310000.0,22383000.0,26496000.0,28696000.0,"Korea, Rep.",6947000000.0,8291000000.0,8039000000.0,4027000000.0,5555000000.0,7945000000.0,8349000000.0,11440000000.0,11063000000.0,13507000000.0,16924000000.0,20947000000.0,24431000000.0,21447000000.0,16355000000.0,20788000000.0,22195000000.0,22934000000.0,24459000000.0,26136000000.0,27957000000.0,29817000000.0,34453000000.0,34769000000.0,0.0005497336979991363,0.0005607285007839827,0.0005649956462246548,0.0007616091383163646,0.0007816381638163817,0.0006932662051604783,0.0007287100251527128,0.0006226398601398602,0.0006405134231221187,0.0006534389575775524,0.0005956038761522099,0.0005542559793765217,0.0005454136138512546,0.0005593323075488414,0.0005804952613879548,0.0006007311910717722,0.0005719306150033792,0.0005989796808232319,0.0006069749376507625,0.0006152816039179676,0.0006907035804986229,0.0007506791427709025,0.0007690476881548776,0.000825332911501625
106,KWT,878000.0,1051000.0,1097000.0,1264000.0,1209000.0,1236000.0,1666000.0,1725000.0,1774000.0,1928000.0,2173000.0,2529000.0,2649000.0,,,,,,,,,,,,Kuwait,2514000000.0,2779000000.0,2684000000.0,2823000000.0,2574000000.0,2852000000.0,3207000000.0,3412000000.0,3750000000.0,4147000000.0,4997000000.0,6074000000.0,7267000000.0,8341000000.0,6799000000.0,7106000000.0,8879000000.0,10073000000.0,10567000000.0,12280000000.0,13148000000.0,13232000000.0,13722000000.0,14318000000.0,0.0003492442322991249,0.00037819359481827995,0.0004087183308494784,0.0004477506199078994,0.0004696969696969697,0.00043338008415147266,0.0005194886186467103,0.0005055685814771395,0.00047306666666666665,0.0004649143959488787,0.00043486091654992994,0.0004163648337174844,0.0003645245630934361,,,,,,,,,,,
107,LAO,,,,,,,,,,,,,,,,1686000.0,1788000.0,2052000.0,2857000.0,3320000.0,3067000.0,3059000.0,3049000.0,3207000.0,Lao PDR,34000000.0,28000000.0,27000000.0,29000000.0,17000000.0,8000000.0,4100000.0,4300000.0,5000000.0,8000000.0,10000000.0,15000000.0,14000000.0,51000000.0,91000000.0,215000000.0,248000000.0,614000000.0,907000000.0,1054000000.0,1002000000.0,912100000.0,930000000.0,949000000.0,,,,,,,,,,,,,,,,0.00784186046511628,0.0072096774193548385,0.0033420195439739413,0.0031499448732083793,0.0031499051233396585,0.003060878243512974,0.0033537989255564083,0.003278494623655914,0.0033793466807165435
108,LBN,,,,,,,,,,,,,,,,,,,,,,,,,Lebanon,,,,,,,,2683000000.0,3319000000.0,3719000000.0,3565000000.0,3783000000.0,3914000000.0,4297000000.0,4928000000.0,4868000000.0,4440000000.0,4511000000.0,4692000000.0,5198000000.0,5187000000.0,5252000000.0,5704000000.0,6395000000.0,,,,,,,,,,,,,,,,,,,,,,,,
109,LBR,,,,,,,,,,,,,,,,,,,,,,,,,Liberia,,,,,,,,,,29000000.0,33000000.0,41000000.0,48000000.0,58000000.0,51000000.0,1700000.0,1900000.0,2100000.0,2400000.0,2200000.0,2500000.0,3510000.0,5970000.0,7700000.0,,,,,,,,,,,,,,,,,,,,,,,,
110,LBY,484000.0,493000.0,650000.0,,,,,,,,,,,,,,,,,,,,,,Libya,98000000.0,85000000.0,286000000.0,423000000.0,574000000.0,495000000.0,572000000.0,654000000.0,689000000.0,789000000.0,920000000.0,915000000.0,1010000000.0,1339000000.0,1683000000.0,2184000000.0,2269000000.0,2654000000.0,2598000000.0,1325000000.0,1066000000.0,813000000.0,,,0.0049387755102040815,0.0058,0.0022727272727272726,,,,,,,,,,,,,,,,,,,,,
111,LCA,,,,,,,,,,,,,,,,,,,,,,,,,St. Lucia,25000000.0,29000000.0,29000000.0,31000000.0,33000000.0,33000000.0,32000000.0,34000000.0,36000000.0,37000000.0,39000000.0,39000000.0,42000000.0,45000000.0,47000000.0,48000000.0,48000000.0,45000000.0,46000000.0,66000000.0,76000000.0,78000000.0,84000000.0,87000000.0,,,,,,,,,,,,,,,,,,,,,,,,
112,LIE,,,,,,,,,,,,,,,,,,,,,,,,,Liechtenstein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,LKA,504000.0,494000.0,531000.0,518000.0,497000.0,524000.0,505000.0,533000.0,561000.0,680000.0,727000.0,757000.0,862000.0,966000.0,963000.0,1122000.0,1239000.0,1269000.0,1262000.0,1311000.0,1356000.0,1448000.0,1439000.0,1476000.0,Sri Lanka,279000000.0,267000000.0,280000000.0,326000000.0,341000000.0,383000000.0,402000000.0,438000000.0,462000000.0,499000000.0,552000000.0,666000000.0,709000000.0,777000000.0,735000000.0,828000000.0,926000000.0,1219000000.0,1808000000.0,1922000000.0,2152000000.0,2295000000.0,2409000000.0,2487000000.0,0.0018064516129032257,0.001850187265917603,0.0018964285714285715,0.0015889570552147239,0.0014574780058651026,0.0013681462140992166,0.001256218905472637,0.0012168949771689498,0.0012142857142857142,0.0013627254509018037,0.0013170289855072464,0.0011366366366366365,0.0012157968970380817,0.0012432432432432433,0.001310204081632653,0.0013550724637681158,0.0013380129589632829,0.0010410172272354388,0.0006980088495575222,0.0006821019771071801,0.0006301115241635688,0.0006309368191721133,0.000597343295973433,0.0005934861278648974
114,LSO,,,,,,,,,,,,,,,,,,,,,,,,,Lesotho,17000000.0,16000000.0,17000000.0,16000000.0,17000000.0,195000000.0,166000000.0,164000000.0,242000000.0,278000000.0,271000000.0,263000000.0,276000000.0,248000000.0,247000000.0,278000000.0,300000000.0,252000000.0,212000000.0,177000000.0,180000000.0,252000000.0,323000000.0,339000000.0,,,,,,,,,,,,,,,,,,,,,,,,
115,LTU,1925000.0,2864000.0,2981000.0,3241000.0,3487000.0,3632000.0,3390000.0,3584000.0,3502000.0,,1633000.0,1789000.0,1661000.0,1757000.0,1288000.0,1411000.0,1526000.0,1708000.0,1764000.0,1789000.0,1860000.0,1953000.0,2032000.0,2244000.0,Lithuania,107000000.0,270000000.0,289000000.0,304000000.0,350000000.0,261000000.0,227000000.0,334000000.0,476000000.0,643000000.0,743000000.0,909000000.0,1144000000.0,1530000000.0,1119000000.0,849000000.0,859000000.0,925000000.0,1069000000.0,1059000000.0,951000000.0,1012000000.0,1115000000.0,1195000000.0,0.017990654205607477,0.010607407407407407,0.010314878892733564,0.010661184210526316,0.009962857142857143,0.013915708812260537,0.014933920704845815,0.010730538922155688,0.007357142857142857,,0.0021978465679676983,0.001968096809680968,0.001451923076923077,0.0011483660130718954,0.0011510277033065237,0.0016619552414605418,0.0017764842840512223,0.0018464864864864866,0.0016501403180542564,0.0016893295561850802,0.0019558359621451105,0.0019298418972332016,0.0018224215246636772,0.0018778242677824268
116,LUX,,,694000.0,757000.0,809000.0,950000.0,923000.0,1049000.0,1021000.0,1100000.0,1185000.0,1084000.0,1132000.0,1190000.0,1362000.0,1237000.0,1643000.0,1580000.0,1624000.0,1815000.0,1702000.0,1588000.0,1802000.0,1989000.0,Luxembourg,1193000000.0,1189000000.0,1115000000.0,1335000000.0,1316000000.0,1309000000.0,1464000000.0,1936000000.0,2445000000.0,2920000000.0,3015000000.0,3058000000.0,3491000000.0,3839000000.0,3670000000.0,3626000000.0,3873000000.0,3094000000.0,3292000000.0,3359000000.0,2874000000.0,2914000000.0,3043000000.0,3290000000.0,,,0.0006224215246636772,0.0005670411985018726,0.000614741641337386,0.0007257448433919022,0.0006304644808743169,0.0005418388429752066,0.0004175869120654397,0.0003767123287671233,0.0003930348258706468,0.0003544800523217789,0.00032426238900028643,0.0003099765563948945,0.00037111716621253404,0.0003411472697186983,0.0004242189517170152,0.0005106658047834519,0.0004933171324422843,0.0005403393867222388,0.000592205984690327,0.000544955387783116,0.0005921787709497207,0.0006045592705167173
117,LVA,,,,,,,,,,,,,,,1573000.0,1650000.0,1530000.0,1398000.0,1246000.0,1362000.0,1242000.0,1250000.0,1265000.0,1368000.0,Latvia,62000000.0,407000000.0,379000000.0,355000000.0,321000000.0,281000000.0,255000000.0,267000000.0,365000000.0,428000000.0,655000000.0,788000000.0,1021000000.0,1139000000.0,798000000.0,648000000.0,765000000.0,680000000.0,715000000.0,715000000.0,618000000.0,699000000.0,728000000.0,778000000.0,,,,,,,,,,,,,,,0.0019711779448621553,0.0025462962962962965,0.002,0.0020558823529411765,0.0017426573426573427,0.001904895104895105,0.002009708737864078,0.00178826895565093,0.0017376373626373626,0.0017583547557840618
118,MAC,,,,,,,,,,,629000.0,645000.0,599000.0,606000.0,671000.0,753000.0,908000.0,1291000.0,1446000.0,1537000.0,1466000.0,1251000.0,1391000.0,1579000.0,"Macao SAR, China",,,,,,,,512000000.0,471000000.0,529000000.0,475000000.0,506000000.0,608000000.0,695000000.0,714000000.0,883000000.0,1064000000.0,1155000000.0,1236000000.0,1344000000.0,1336000000.0,1319000000.0,1391000000.0,1411000000.0,,,,,,,,,,,0.0013242105263157895,0.001274703557312253,0.0009851973684210527,0.0008719424460431655,0.0009397759103641456,0.0008527746319365798,0.0008533834586466165,0.0011177489177489177,0.0011699029126213591,0.0011436011904761905,0.001097305389221557,0.0009484457922668689,0.001,0.0011190644932671863
119,MAF,,,,,,,,,,,,,,,,,,,,,,,,,St. Martin (French part),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
